image_sha256,frac,mean_pct,sd_pct,n_crops,dataset,sequence_id
0610afe01de6d6a4b43d7d0622f3795c9394c2447b5f7038331ed1a0214ff5b4,0.25,14.8725,4.779458651353729,4,c2c12,c2c12_090325_exp1_F0007_Data
0610afe01de6d6a4b43d7d0622f3795c9394c2447b5f7038331ed1a0214ff5b4,0.5,13.3125,3.7676551062962225,4,c2c12,c2c12_090325_exp1_F0007_Data
0612944cfc6b8dd745a91706d206965522b7483afacb3d8002f1e8bf24942c9a,0.25,1.6075,0.7867814181842376,4,c2c12,c2c12_090303_exp1_F0016_Data
0612944cfc6b8dd745a91706d206965522b7483afacb3d8002f1e8bf24942c9a,0.5,3.5075000000000003,0.5413794110110455,4,c2c12,c2c12_090303_exp1_F0016_Data
0646a0618db5d2ea26b389c81d2b3f38ad3697ef03cd6b0ef5f0ef1d09ca02d0,0.25,15.5225,7.18800099703202,4,c2c12,c2c12_090325_exp1_F0016_Data
0646a0618db5d2ea26b389c81d2b3f38ad3697ef03cd6b0ef5f0ef1d09ca02d0,0.5,12.535,1.9859254769502306,4,c2c12,c2c12_090325_exp1_F0016_Data
06717109ea3ca6d38c5f54cbd055942e0bd75b42128ead3c43feff5d5a684a54,0.25,2.95,0.9583666660869767,4,c2c12,c2c12_090325_exp1_F0011_Data
06717109ea3ca6d38c5f54cbd055942e0bd75b42128ead3c43feff5d5a684a54,0.5,2.555,0.6277207447052656,4,c2c12,c2c12_090325_exp1_F0011_Data
0673012a46c48337517fd58b3d8833fe5122286fadf16387aeb07fadbee31284,0.25,43.59,8.811916174514298,4,c2c12,c2c12_090303_exp1_F0010_Data
0673012a46c48337517fd58b3d8833fe5122286fadf16387aeb07fadbee31284,0.5,44.3875,4.007679087285641,4,c2c12,c2c12_090303_exp1_F0010_Data
06763d61cd897df52e3330cff55ccd91c6a4c7de747f3ab5be142f81151947b2,0.25,32.055,8.179056587814188,4,c2c12,c2c12_090325_exp1_F0003_Data
06763d61cd897df52e3330cff55ccd91c6a4c7de747f3ab5be142f81151947b2,0.5,38.0,3.072143659835369,4,c2c12,c2c12_090325_exp1_F0003_Data
0693fb7250490de0076075bad841cb5e74ae608cf041727a8d7294d7c9f232a6,0.25,18.5725,7.5388919389169295,4,c2c12,c2c12_090325_exp1_F0018_Data
0693fb7250490de0076075bad841cb5e74ae608cf041727a8d7294d7c9f232a6,0.5,14.620000000000001,1.923988911956961,4,c2c12,c2c12_090325_exp1_F0018_Data
06a8063ed0cadbe68af689aaafddaa74622dbbfe7dc46ab7df4b590fe45584c1,0.25,14.502500000000001,9.84787752090097,4,c2c12,c2c12_090303_exp1_F0003_Data
06a8063ed0cadbe68af689aaafddaa74622dbbfe7dc46ab7df4b590fe45584c1,0.5,11.5,1.0643620937757352,4,c2c12,c2c12_090303_exp1_F0003_Data
06dcbac2648bc142f8e01933be3f733cae72c647cb5b75aea74b2161903ec01f,0.25,53.682500000000005,7.486977026811285,4,c2c12,c2c12_090318_exp1_F0011_Data
06dcbac2648bc142f8e01933be3f733cae72c647cb5b75aea74b2161903ec01f,0.5,53.6025,4.254247877122348,4,c2c12,c2c12_090318_exp1_F0011_Data
06e17a960e01e8ef75b3cf1e7be4ca28402037e7e946fad6333d93b3a4926777,0.25,13.6575,3.7956147942944196,4,c2c12,c2c12_090325_exp1_F0013_Data
06e17a960e01e8ef75b3cf1e7be4ca28402037e7e946fad6333d93b3a4926777,0.5,18.5875,4.714816185883248,4,c2c12,c2c12_090325_exp1_F0013_Data
070c924decd9e3a6a01f60b4ad16447f2124e1f3d39c98066e7ad74088188aa3,0.25,31.875,14.250905234405286,4,c2c12,c2c12_090303_exp1_F0007_Data
070c924decd9e3a6a01f60b4ad16447f2124e1f3d39c98066e7ad74088188aa3,0.5,31.275,3.400289203386476,4,c2c12,c2c12_090303_exp1_F0007_Data
070eefe59f22a02e6d02a1ae4bd827618ab9d1d594e86d298e8b163b928140bb,0.25,17.59,5.8143213992118925,4,c2c12,c2c12_090325_exp1_F0018_Data
070eefe59f22a02e6d02a1ae4bd827618ab9d1d594e86d298e8b163b928140bb,0.5,16.2625,3.6276013654571626,4,c2c12,c2c12_090325_exp1_F0018_Data
0717d4f1c81b387d939db6c295ab4835d8633cf742bca264458e3eaefc59c10a,0.25,5.17,3.368966211367121,4,c2c12,c2c12_090318_exp1_F0007_Data
0717d4f1c81b387d939db6c295ab4835d8633cf742bca264458e3eaefc59c10a,0.5,6.8275,2.1332037721074215,4,c2c12,c2c12_090318_exp1_F0007_Data
071c4f82eae3b17a689ca9be785c49587db021bb4b367711369daf38356ddf76,0.25,20.955,9.195297711330504,4,c2c12,c2c12_090303_exp1_F0012_Data
071c4f82eae3b17a689ca9be785c49587db021bb4b367711369daf38356ddf76,0.5,25.55,5.76063075250156,4,c2c12,c2c12_090303_exp1_F0012_Data
0729fc58b95657401d4978b6d2ff3de59224a84dea6eb6cb2931696d94b0547e,0.25,17.4025,5.912063232634328,4,c2c12,c2c12_090325_exp1_F0001_Data
0729fc58b95657401d4978b6d2ff3de59224a84dea6eb6cb2931696d94b0547e,0.5,18.85,1.515651675022992,4,c2c12,c2c12_090325_exp1_F0001_Data
0739a6033b0a875432fe623d6e8227f2896545c440ae2610851c0fcaa08b949f,0.25,18.415,11.62170813607019,4,c2c12,c2c12_090318_exp1_F0007_Data
0739a6033b0a875432fe623d6e8227f2896545c440ae2610851c0fcaa08b949f,0.5,18.475,2.5522473756802393,4,c2c12,c2c12_090318_exp1_F0007_Data
075fdf7b8d39008a50044711f8d00d5ac76d0e94627c81849663166d989f9884,0.25,10.254999999999999,7.294831503651519,4,c2c12,c2c12_090318_exp1_F0018_Data
075fdf7b8d39008a50044711f8d00d5ac76d0e94627c81849663166d989f9884,0.5,15.629999999999999,4.8375269163764525,4,c2c12,c2c12_090318_exp1_F0018_Data
0764fa41eee217986e9ed57e69f8b04514edee90385fe64c87962829a22b54b4,0.25,9.5525,5.95414911357338,4,c2c12,c2c12_090325_exp1_F0003_Data
0764fa41eee217986e9ed57e69f8b04514edee90385fe64c87962829a22b54b4,0.5,11.6325,0.735272058492637,4,c2c12,c2c12_090325_exp1_F0003_Data
07757a136ec10c59a2fe2f67e4bf068e8c1771dcf45d65f999d0b9bcaa90fa70,0.25,47.817499999999995,3.1881381714097623,4,c2c12,c2c12_090303_exp1_F0010_Data
07757a136ec10c59a2fe2f67e4bf068e8c1771dcf45d65f999d0b9bcaa90fa70,0.5,47.917500000000004,3.321218400928591,4,c2c12,c2c12_090303_exp1_F0010_Data
07ab668cf955cdf246ea47bbdf468bbc5eee59fcdbea8aaa8e9c5ae55727f60f,0.25,10.03,3.9780480975808556,4,c2c12,c2c12_090303_exp1_F0016_Data
07ab668cf955cdf246ea47bbdf468bbc5eee59fcdbea8aaa8e9c5ae55727f60f,0.5,11.864999999999998,1.4551403139674648,4,c2c12,c2c12_090303_exp1_F0016_Data
07afaa40b81a720d10fa3c7c4997e2785e8c2a7320e2b9c32a929fc0692cbb1d,0.25,5.895,5.375044185864894,4,c2c12,c2c12_090303_exp1_F0003_Data
07afaa40b81a720d10fa3c7c4997e2785e8c2a7320e2b9c32a929fc0692cbb1d,0.5,3.6025,0.7154660485771962,4,c2c12,c2c12_090303_exp1_F0003_Data
07b2ae7a4f7220a3444fd4ed10843f5bc12cb1fc8b7b9142550f9c23965de270,0.25,13.6525,5.571351571506983,4,c2c12,c2c12_090318_exp1_F0016_Data
07b2ae7a4f7220a3444fd4ed10843f5bc12cb1fc8b7b9142550f9c23965de270,0.5,5.952500000000001,1.1730977509710487,4,c2c12,c2c12_090318_exp1_F0016_Data
07b95babd74b4488cf33cd05c5b08eb2bf6fc1b45deaf966969cd514cb90534f,0.25,12.4925,2.567039475089284,4,c2c12,c2c12_090303_exp1_F0001_Data
07b95babd74b4488cf33cd05c5b08eb2bf6fc1b45deaf966969cd514cb90534f,0.5,13.415,2.3141088997711408,4,c2c12,c2c12_090303_exp1_F0001_Data
07bd3ba6c5bf1623e63ba255660179a736354ae63b2c2bc0c26356b1e64acd6d,0.25,29.805,16.223862055626583,4,c2c12,c2c12_090318_exp1_F0007_Data
07bd3ba6c5bf1623e63ba255660179a736354ae63b2c2bc0c26356b1e64acd6d,0.5,33.2275,2.809713805117287,4,c2c12,c2c12_090318_exp1_F0007_Data
07dbc3a9d33a32a5236a1d381ac7dda3915dc51266a49d75b372c7cbc82534bd,0.25,9.325,4.387303651826864,4,c2c12,c2c12_090303_exp1_F0003_Data
07dbc3a9d33a32a5236a1d381ac7dda3915dc51266a49d75b372c7cbc82534bd,0.5,12.329999999999998,6.345943586260438,4,c2c12,c2c12_090303_exp1_F0003_Data
07f766ef5e208ef7d97fa13b209dc8e3cf2356763cf41088d59d97d6e01982fc,0.25,14.17,4.006669439821559,4,c2c12,c2c12_090318_exp1_F0003_Data
07f766ef5e208ef7d97fa13b209dc8e3cf2356763cf41088d59d97d6e01982fc,0.5,19.4775,0.7340470012199493,4,c2c12,c2c12_090318_exp1_F0003_Data
084d820dfd7998ac40a52f0dfac8f4b3ca4b2decd4745aed7339e6a2faaeeb78,0.25,20.02,1.515321748012612,4,c2c12,c2c12_090303_exp1_F0014_Data
084d820dfd7998ac40a52f0dfac8f4b3ca4b2decd4745aed7339e6a2faaeeb78,0.5,20.365000000000002,2.3235102754238035,4,c2c12,c2c12_090303_exp1_F0014_Data
0895eea44a1632ac6f4617bed00481c1afac4983cb17ceff3657c603f7714e92,0.25,46.5975,16.94596977651815,4,c2c12,c2c12_090325_exp1_F0011_Data
0895eea44a1632ac6f4617bed00481c1afac4983cb17ceff3657c603f7714e92,0.5,38.1775,2.68616672354243,4,c2c12,c2c12_090325_exp1_F0011_Data
08d33e8291bbc25accb6c8b406e590abed3285bcb4fadfa44a68b69c0e1b217c,0.25,9.7375,4.072455238141565,4,c2c12,c2c12_090303_exp1_F0010_Data
08d33e8291bbc25accb6c8b406e590abed3285bcb4fadfa44a68b69c0e1b217c,0.5,5.715,0.7038228943893963,4,c2c12,c2c12_090303_exp1_F0010_Data
09107113f401e60e4f5d68fbcb616a011ef35c1d69c63eb481dca943674a9ed2,0.25,40.64,26.318924750072906,4,c2c12,c2c12_090318_exp1_F0013_Data
09107113f401e60e4f5d68fbcb616a011ef35c1d69c63eb481dca943674a9ed2,0.5,39.2725,14.32781531381064,4,c2c12,c2c12_090318_exp1_F0013_Data
0912074aec8e93eb3e9d3ed7bef92e7fe852570e68d23cbc06deb8568e128cc3,0.25,18.145,4.867953026341428,4,c2c12,c2c12_090325_exp1_F0007_Data
0912074aec8e93eb3e9d3ed7bef92e7fe852570e68d23cbc06deb8568e128cc3,0.5,25.99,2.4971316878904615,4,c2c12,c2c12_090325_exp1_F0007_Data
09274244ef227b9a477f7e7b3eaf358a61288e0aeca7ba23ef05fcf56c85435b,0.25,3.3649999999999998,2.067357411447442,4,c2c12,c2c12_090325_exp1_F0016_Data
09274244ef227b9a477f7e7b3eaf358a61288e0aeca7ba23ef05fcf56c85435b,0.5,3.9274999999999998,2.379024660093571,4,c2c12,c2c12_090325_exp1_F0016_Data
